year,month,tweets,keywords,date,All
2010,8,32,Sideways cooter/pussy/vagina,2010-08-01,Specific Terms
2010,9,34,Sideways cooter/pussy/vagina,2010-09-01,Specific Terms
2010,10,32,Sideways cooter/pussy/vagina,2010-10-01,Specific Terms
2010,11,28,Sideways cooter/pussy/vagina,2010-11-01,Specific Terms
2010,12,38,Sideways cooter/pussy/vagina,2010-12-01,Specific Terms
2011,1,34,Sideways cooter/pussy/vagina,2011-01-01,Specific Terms
2011,2,32,Sideways cooter/pussy/vagina,2011-02-01,Specific Terms
2011,3,50,Sideways cooter/pussy/vagina,2011-03-01,Specific Terms
2011,4,78,Sideways cooter/pussy/vagina,2011-04-01,Specific Terms
2011,5,46,Sideways cooter/pussy/vagina,2011-05-01,Specific Terms
2011,6,84,Sideways cooter/pussy/vagina,2011-06-01,Specific Terms
2011,7,94,Sideways cooter/pussy/vagina,2011-07-01,Specific Terms
2011,8,68,Sideways cooter/pussy/vagina,2011-08-01,Specific Terms
2011,9,78,Sideways cooter/pussy/vagina,2011-09-01,Specific Terms
2011,10,66,Sideways cooter/pussy/vagina,2011-10-01,Specific Terms
2011,11,68,Sideways cooter/pussy/vagina,2011-11-01,Specific Terms
2011,12,178,Sideways cooter/pussy/vagina,2011-12-01,Specific Terms
2012,1,121,Sideways cooter/pussy/vagina,2012-01-01,Specific Terms
2012,2,139,Sideways cooter/pussy/vagina,2012-02-01,Specific Terms
2012,3,117,Sideways cooter/pussy/vagina,2012-03-01,Specific Terms
2012,4,100,Sideways cooter/pussy/vagina,2012-04-01,Specific Terms
2012,5,111,Sideways cooter/pussy/vagina,2012-05-01,Specific Terms
2012,6,100,Sideways cooter/pussy/vagina,2012-06-01,Specific Terms
2012,7,1630,Sideways cooter/pussy/vagina,2012-07-01,Specific Terms
2012,8,424,Sideways cooter/pussy/vagina,2012-08-01,Specific Terms
2012,9,347,Sideways cooter/pussy/vagina,2012-09-01,Specific Terms
2012,10,266,Sideways cooter/pussy/vagina,2012-10-01,Specific Terms
2012,11,172,Sideways cooter/pussy/vagina,2012-11-01,Specific Terms
2012,12,189,Sideways cooter/pussy/vagina,2012-12-01,Specific Terms
2013,1,255,Sideways cooter/pussy/vagina,2013-01-01,Specific Terms
2013,2,243,Sideways cooter/pussy/vagina,2013-02-01,Specific Terms
2013,3,203,Sideways cooter/pussy/vagina,2013-03-01,Specific Terms
2013,4,341,Sideways cooter/pussy/vagina,2013-04-01,Specific Terms
2013,5,205,Sideways cooter/pussy/vagina,2013-05-01,Specific Terms
2013,6,167,Sideways cooter/pussy/vagina,2013-06-01,Specific Terms
2013,7,533,Sideways cooter/pussy/vagina,2013-07-01,Specific Terms
2013,8,215,Sideways cooter/pussy/vagina,2013-08-01,Specific Terms
2013,9,120,Sideways cooter/pussy/vagina,2013-09-01,Specific Terms
2013,10,118,Sideways cooter/pussy/vagina,2013-10-01,Specific Terms
2013,11,136,Sideways cooter/pussy/vagina,2013-11-01,Specific Terms
2013,12,126,Sideways cooter/pussy/vagina,2013-12-01,Specific Terms
2014,1,127,Sideways cooter/pussy/vagina,2014-01-01,Specific Terms
2014,2,89,Sideways cooter/pussy/vagina,2014-02-01,Specific Terms
2014,3,110,Sideways cooter/pussy/vagina,2014-03-01,Specific Terms
2014,4,74,Sideways cooter/pussy/vagina,2014-04-01,Specific Terms
2014,5,76,Sideways cooter/pussy/vagina,2014-05-01,Specific Terms
2014,6,93,Sideways cooter/pussy/vagina,2014-06-01,Specific Terms
2014,7,94,Sideways cooter/pussy/vagina,2014-07-01,Specific Terms
2014,8,162,Sideways cooter/pussy/vagina,2014-08-01,Specific Terms
2014,9,81,Sideways cooter/pussy/vagina,2014-09-01,Specific Terms
2014,10,87,Sideways cooter/pussy/vagina,2014-10-01,Specific Terms
2014,11,91,Sideways cooter/pussy/vagina,2014-11-01,Specific Terms
2014,12,111,Sideways cooter/pussy/vagina,2014-12-01,Specific Terms
2015,1,83,Sideways cooter/pussy/vagina,2015-01-01,Specific Terms
2015,2,79,Sideways cooter/pussy/vagina,2015-02-01,Specific Terms
2015,3,73,Sideways cooter/pussy/vagina,2015-03-01,Specific Terms
2015,4,188,Sideways cooter/pussy/vagina,2015-04-01,Specific Terms
2015,5,66,Sideways cooter/pussy/vagina,2015-05-01,Specific Terms
2015,6,58,Sideways cooter/pussy/vagina,2015-06-01,Specific Terms
2015,7,79,Sideways cooter/pussy/vagina,2015-07-01,Specific Terms
2015,8,67,Sideways cooter/pussy/vagina,2015-08-01,Specific Terms
2015,9,48,Sideways cooter/pussy/vagina,2015-09-01,Specific Terms
2015,10,48,Sideways cooter/pussy/vagina,2015-10-01,Specific Terms
2015,11,67,Sideways cooter/pussy/vagina,2015-11-01,Specific Terms
2015,12,37,Sideways cooter/pussy/vagina,2015-12-01,Specific Terms
2016,1,42,Sideways cooter/pussy/vagina,2016-01-01,Specific Terms
2016,2,28,Sideways cooter/pussy/vagina,2016-02-01,Specific Terms
2016,3,38,Sideways cooter/pussy/vagina,2016-03-01,Specific Terms
2016,4,33,Sideways cooter/pussy/vagina,2016-04-01,Specific Terms
2016,5,40,Sideways cooter/pussy/vagina,2016-05-01,Specific Terms
2016,6,30,Sideways cooter/pussy/vagina,2016-06-01,Specific Terms
2016,7,36,Sideways cooter/pussy/vagina,2016-07-01,Specific Terms
2016,8,29,Sideways cooter/pussy/vagina,2016-08-01,Specific Terms
2016,9,29,Sideways cooter/pussy/vagina,2016-09-01,Specific Terms
2016,10,56,Sideways cooter/pussy/vagina,2016-10-01,Specific Terms
2016,11,28,Sideways cooter/pussy/vagina,2016-11-01,Specific Terms
2016,12,61,Sideways cooter/pussy/vagina,2016-12-01,Specific Terms
2017,1,76,Sideways cooter/pussy/vagina,2017-01-01,Specific Terms
2017,2,106,Sideways cooter/pussy/vagina,2017-02-01,Specific Terms
2017,3,80,Sideways cooter/pussy/vagina,2017-03-01,Specific Terms
2017,4,66,Sideways cooter/pussy/vagina,2017-04-01,Specific Terms
2017,5,81,Sideways cooter/pussy/vagina,2017-05-01,Specific Terms
2017,6,58,Sideways cooter/pussy/vagina,2017-06-01,Specific Terms
2017,7,82,Sideways cooter/pussy/vagina,2017-07-01,Specific Terms
2017,8,92,Sideways cooter/pussy/vagina,2017-08-01,Specific Terms
2017,9,77,Sideways cooter/pussy/vagina,2017-09-01,Specific Terms
2017,10,63,Sideways cooter/pussy/vagina,2017-10-01,Specific Terms
2017,11,72,Sideways cooter/pussy/vagina,2017-11-01,Specific Terms
2017,12,80,Sideways cooter/pussy/vagina,2017-12-01,Specific Terms
2018,1,81,Sideways cooter/pussy/vagina,2018-01-01,Specific Terms
2018,2,56,Sideways cooter/pussy/vagina,2018-02-01,Specific Terms
2018,3,65,Sideways cooter/pussy/vagina,2018-03-01,Specific Terms
2018,4,75,Sideways cooter/pussy/vagina,2018-04-01,Specific Terms
2018,5,120,Sideways cooter/pussy/vagina,2018-05-01,Specific Terms
2018,6,31,Sideways cooter/pussy/vagina,2018-06-01,Specific Terms
2018,7,14,Sideways cooter/pussy/vagina,2018-07-01,Specific Terms
2018,8,25,Sideways cooter/pussy/vagina,2018-08-01,Specific Terms
2018,9,24,Sideways cooter/pussy/vagina,2018-09-01,Specific Terms
2018,10,30,Sideways cooter/pussy/vagina,2018-10-01,Specific Terms
2018,11,32,Sideways cooter/pussy/vagina,2018-11-01,Specific Terms
2018,12,20,Sideways cooter/pussy/vagina,2018-12-01,Specific Terms
2019,1,65,Sideways cooter/pussy/vagina,2019-01-01,Specific Terms
2019,2,50,Sideways cooter/pussy/vagina,2019-02-01,Specific Terms
2019,3,83,Sideways cooter/pussy/vagina,2019-03-01,Specific Terms
2019,4,83,Sideways cooter/pussy/vagina,2019-04-01,Specific Terms
2019,5,47,Sideways cooter/pussy/vagina,2019-05-01,Specific Terms
2019,6,22,Sideways cooter/pussy/vagina,2019-06-01,Specific Terms
2019,7,22,Sideways cooter/pussy/vagina,2019-07-01,Specific Terms
2019,8,7,Sideways cooter/pussy/vagina,2019-08-01,Specific Terms
2019,9,21,Sideways cooter/pussy/vagina,2019-09-01,Specific Terms
2019,10,33,Sideways cooter/pussy/vagina,2019-10-01,Specific Terms
2019,11,36,Sideways cooter/pussy/vagina,2019-11-01,Specific Terms
2019,12,28,Sideways cooter/pussy/vagina,2019-12-01,Specific Terms
2020,1,39,Sideways cooter/pussy/vagina,2020-01-01,Specific Terms
2020,2,84,Sideways cooter/pussy/vagina,2020-02-01,Specific Terms
2020,3,38,Sideways cooter/pussy/vagina,2020-03-01,Specific Terms
2020,4,33,Sideways cooter/pussy/vagina,2020-04-01,Specific Terms
2020,5,53,Sideways cooter/pussy/vagina,2020-05-01,Specific Terms
2020,6,29,Sideways cooter/pussy/vagina,2020-06-01,Specific Terms
2020,7,44,Sideways cooter/pussy/vagina,2020-07-01,Specific Terms
2020,8,19,Sideways cooter/pussy/vagina,2020-08-01,Specific Terms
2020,9,20,Sideways cooter/pussy/vagina,2020-09-01,Specific Terms
2020,10,50,Sideways cooter/pussy/vagina,2020-10-01,Specific Terms
2020,11,29,Sideways cooter/pussy/vagina,2020-11-01,Specific Terms
2020,12,58,Sideways cooter/pussy/vagina,2020-12-01,Specific Terms
2008,1,0,Slope head,2008-01-01,Specific Terms
2008,2,0,Slope head,2008-02-01,Specific Terms
2008,3,0,Slope head,2008-03-01,Specific Terms
2008,4,0,Slope head,2008-04-01,Specific Terms
2008,5,0,Slope head,2008-05-01,Specific Terms
2008,6,0,Slope head,2008-06-01,Specific Terms
2008,7,0,Slope head,2008-07-01,Specific Terms
2008,8,0,Slope head,2008-08-01,Specific Terms
2008,9,0,Slope head,2008-09-01,Specific Terms
2008,10,0,Slope head,2008-10-01,Specific Terms
2008,11,0,Slope head,2008-11-01,Specific Terms
2008,12,0,Slope head,2008-12-01,Specific Terms
2009,1,0,Slope head,2009-01-01,Specific Terms
2009,2,1,Slope head,2009-02-01,Specific Terms
2009,3,0,Slope head,2009-03-01,Specific Terms
2009,4,0,Slope head,2009-04-01,Specific Terms
2009,5,0,Slope head,2009-05-01,Specific Terms
2009,6,1,Slope head,2009-06-01,Specific Terms
2009,7,0,Slope head,2009-07-01,Specific Terms
2009,8,2,Slope head,2009-08-01,Specific Terms
2009,9,1,Slope head,2009-09-01,Specific Terms
2009,10,1,Slope head,2009-10-01,Specific Terms
2009,11,0,Slope head,2009-11-01,Specific Terms
2009,12,3,Slope head,2009-12-01,Specific Terms
2010,1,3,Slope head,2010-01-01,Specific Terms
2010,2,0,Slope head,2010-02-01,Specific Terms
2010,3,5,Slope head,2010-03-01,Specific Terms
2010,4,4,Slope head,2010-04-01,Specific Terms
2010,5,3,Slope head,2010-05-01,Specific Terms
2010,6,6,Slope head,2010-06-01,Specific Terms
2010,7,1,Slope head,2010-07-01,Specific Terms
2010,8,4,Slope head,2010-08-01,Specific Terms
2010,9,2,Slope head,2010-09-01,Specific Terms
2010,10,0,Slope head,2010-10-01,Specific Terms
2010,11,20,Slope head,2010-11-01,Specific Terms
2010,12,4,Slope head,2010-12-01,Specific Terms
2011,1,5,Slope head,2011-01-01,Specific Terms
2011,2,0,Slope head,2011-02-01,Specific Terms
2011,3,6,Slope head,2011-03-01,Specific Terms
2011,4,4,Slope head,2011-04-01,Specific Terms
2011,5,6,Slope head,2011-05-01,Specific Terms
2011,6,16,Slope head,2011-06-01,Specific Terms
2011,7,9,Slope head,2011-07-01,Specific Terms
2011,8,1,Slope head,2011-08-01,Specific Terms
2011,9,5,Slope head,2011-09-01,Specific Terms
2011,10,125,Slope head,2011-10-01,Specific Terms
2011,11,16,Slope head,2011-11-01,Specific Terms
2011,12,42,Slope head,2011-12-01,Specific Terms
2012,1,4,Slope head,2012-01-01,Specific Terms
2012,2,5,Slope head,2012-02-01,Specific Terms
2012,3,6,Slope head,2012-03-01,Specific Terms
2012,4,8,Slope head,2012-04-01,Specific Terms
2012,5,9,Slope head,2012-05-01,Specific Terms
2012,6,6,Slope head,2012-06-01,Specific Terms
2012,7,12,Slope head,2012-07-01,Specific Terms
2012,8,18,Slope head,2012-08-01,Specific Terms
2012,9,8,Slope head,2012-09-01,Specific Terms
2012,10,6,Slope head,2012-10-01,Specific Terms
2012,11,10,Slope head,2012-11-01,Specific Terms
2012,12,5,Slope head,2012-12-01,Specific Terms
2013,1,8,Slope head,2013-01-01,Specific Terms
2013,2,3,Slope head,2013-02-01,Specific Terms
2013,3,6,Slope head,2013-03-01,Specific Terms
2013,4,12,Slope head,2013-04-01,Specific Terms
2013,5,6,Slope head,2013-05-01,Specific Terms
2013,6,12,Slope head,2013-06-01,Specific Terms
2013,7,8,Slope head,2013-07-01,Specific Terms
2013,8,6,Slope head,2013-08-01,Specific Terms
2013,9,8,Slope head,2013-09-01,Specific Terms
2013,10,5,Slope head,2013-10-01,Specific Terms
2013,11,4,Slope head,2013-11-01,Specific Terms
2013,12,2,Slope head,2013-12-01,Specific Terms
2014,1,2,Slope head,2014-01-01,Specific Terms
2014,2,6,Slope head,2014-02-01,Specific Terms
2014,3,4,Slope head,2014-03-01,Specific Terms
2014,4,5,Slope head,2014-04-01,Specific Terms
2014,5,6,Slope head,2014-05-01,Specific Terms
2014,6,6,Slope head,2014-06-01,Specific Terms
2014,7,8,Slope head,2014-07-01,Specific Terms
2014,8,3,Slope head,2014-08-01,Specific Terms
2014,9,7,Slope head,2014-09-01,Specific Terms
2014,10,3,Slope head,2014-10-01,Specific Terms
2014,11,2,Slope head,2014-11-01,Specific Terms
2014,12,1,Slope head,2014-12-01,Specific Terms
2015,1,1,Slope head,2015-01-01,Specific Terms
2015,2,1,Slope head,2015-02-01,Specific Terms
2015,3,3,Slope head,2015-03-01,Specific Terms
2015,4,3,Slope head,2015-04-01,Specific Terms
2015,5,3,Slope head,2015-05-01,Specific Terms
2015,6,3,Slope head,2015-06-01,Specific Terms
2015,7,3,Slope head,2015-07-01,Specific Terms
2015,8,21,Slope head,2015-08-01,Specific Terms
2015,9,4,Slope head,2015-09-01,Specific Terms
2015,10,2,Slope head,2015-10-01,Specific Terms
2015,11,6,Slope head,2015-11-01,Specific Terms
2015,12,0,Slope head,2015-12-01,Specific Terms
2016,1,3,Slope head,2016-01-01,Specific Terms
2016,2,1,Slope head,2016-02-01,Specific Terms
2016,3,1,Slope head,2016-03-01,Specific Terms
2016,4,2,Slope head,2016-04-01,Specific Terms
2016,5,3,Slope head,2016-05-01,Specific Terms
2016,6,8,Slope head,2016-06-01,Specific Terms
2016,7,5,Slope head,2016-07-01,Specific Terms
2016,8,2,Slope head,2016-08-01,Specific Terms
2016,9,3,Slope head,2016-09-01,Specific Terms
2016,10,4,Slope head,2016-10-01,Specific Terms
2016,11,6,Slope head,2016-11-01,Specific Terms
2016,12,17,Slope head,2016-12-01,Specific Terms
2017,1,8,Slope head,2017-01-01,Specific Terms
2017,2,4,Slope head,2017-02-01,Specific Terms
2017,3,23,Slope head,2017-03-01,Specific Terms
2017,4,3,Slope head,2017-04-01,Specific Terms
2017,5,7,Slope head,2017-05-01,Specific Terms
2017,6,5,Slope head,2017-06-01,Specific Terms
2017,7,3,Slope head,2017-07-01,Specific Terms
2017,8,8,Slope head,2017-08-01,Specific Terms
2017,9,7,Slope head,2017-09-01,Specific Terms
2017,10,6,Slope head,2017-10-01,Specific Terms
2017,11,10,Slope head,2017-11-01,Specific Terms
2017,12,8,Slope head,2017-12-01,Specific Terms
2018,1,13,Slope head,2018-01-01,Specific Terms
2018,2,4,Slope head,2018-02-01,Specific Terms
2018,3,5,Slope head,2018-03-01,Specific Terms
2018,4,7,Slope head,2018-04-01,Specific Terms
2018,5,2,Slope head,2018-05-01,Specific Terms
2018,6,5,Slope head,2018-06-01,Specific Terms
2018,7,6,Slope head,2018-07-01,Specific Terms
2018,8,10,Slope head,2018-08-01,Specific Terms
2018,9,6,Slope head,2018-09-01,Specific Terms
2018,10,6,Slope head,2018-10-01,Specific Terms
2018,11,6,Slope head,2018-11-01,Specific Terms
2018,12,9,Slope head,2018-12-01,Specific Terms
2019,1,18,Slope head,2019-01-01,Specific Terms
2019,2,15,Slope head,2019-02-01,Specific Terms
2019,3,11,Slope head,2019-03-01,Specific Terms
2019,4,6,Slope head,2019-04-01,Specific Terms
2019,5,6,Slope head,2019-05-01,Specific Terms
2019,6,8,Slope head,2019-06-01,Specific Terms
2019,7,6,Slope head,2019-07-01,Specific Terms
2019,8,16,Slope head,2019-08-01,Specific Terms
2019,9,9,Slope head,2019-09-01,Specific Terms
2019,10,14,Slope head,2019-10-01,Specific Terms
2019,11,4,Slope head,2019-11-01,Specific Terms
2019,12,6,Slope head,2019-12-01,Specific Terms
2020,1,20,Slope head,2020-01-01,Specific Terms
2020,2,11,Slope head,2020-02-01,Specific Terms
2020,3,18,Slope head,2020-03-01,Specific Terms
2020,4,12,Slope head,2020-04-01,Specific Terms
2020,5,17,Slope head,2020-05-01,Specific Terms
2020,6,4,Slope head,2020-06-01,Specific Terms
2020,7,11,Slope head,2020-07-01,Specific Terms
2020,8,5,Slope head,2020-08-01,Specific Terms
2020,9,11,Slope head,2020-09-01,Specific Terms
2020,10,9,Slope head,2020-10-01,Specific Terms
2020,11,11,Slope head,2020-11-01,Specific Terms
2020,12,14,Slope head,2020-12-01,Specific Terms
2008,1,16,Coolie,2008-01-01,Specific Terms
2008,2,18,Coolie,2008-02-01,Specific Terms
2008,3,20,Coolie,2008-03-01,Specific Terms
2008,4,16,Coolie,2008-04-01,Specific Terms
2008,5,31,Coolie,2008-05-01,Specific Terms
2008,6,35,Coolie,2008-06-01,Specific Terms
2008,7,21,Coolie,2008-07-01,Specific Terms
2008,8,56,Coolie,2008-08-01,Specific Terms
2008,9,46,Coolie,2008-09-01,Specific Terms
2008,10,61,Coolie,2008-10-01,Specific Terms
2008,11,56,Coolie,2008-11-01,Specific Terms
2008,12,67,Coolie,2008-12-01,Specific Terms
2009,1,98,Coolie,2009-01-01,Specific Terms
2009,2,143,Coolie,2009-02-01,Specific Terms
2009,3,309,Coolie,2009-03-01,Specific Terms
2009,4,548,Coolie,2009-04-01,Specific Terms
2009,5,782,Coolie,2009-05-01,Specific Terms
2009,6,1096,Coolie,2009-06-01,Specific Terms
2009,7,1686,Coolie,2009-07-01,Specific Terms
2009,8,1996,Coolie,2009-08-01,Specific Terms
2009,9,2099,Coolie,2009-09-01,Specific Terms
2009,10,2913,Coolie,2009-10-01,Specific Terms
2009,11,3473,Coolie,2009-11-01,Specific Terms
2009,12,3210,Coolie,2009-12-01,Specific Terms
2010,1,4184,Coolie,2010-01-01,Specific Terms
2010,2,5574,Coolie,2010-02-01,Specific Terms
2010,3,6208,Coolie,2010-03-01,Specific Terms
2010,4,8214,Coolie,2010-04-01,Specific Terms
2010,5,7822,Coolie,2010-05-01,Specific Terms
2010,6,8807,Coolie,2010-06-01,Specific Terms
2010,7,8340,Coolie,2010-07-01,Specific Terms
2010,8,7672,Coolie,2010-08-01,Specific Terms
2010,9,8577,Coolie,2010-09-01,Specific Terms
2010,10,8837,Coolie,2010-10-01,Specific Terms
2010,11,7669,Coolie,2010-11-01,Specific Terms
2010,12,9974,Coolie,2010-12-01,Specific Terms
2011,1,15266,Coolie,2011-01-01,Specific Terms
2011,2,10551,Coolie,2011-02-01,Specific Terms
2011,3,11422,Coolie,2011-03-01,Specific Terms
2011,4,12087,Coolie,2011-04-01,Specific Terms
2011,5,12639,Coolie,2011-05-01,Specific Terms
2011,6,13473,Coolie,2011-06-01,Specific Terms
2011,7,14361,Coolie,2011-07-01,Specific Terms
2011,8,15435,Coolie,2011-08-01,Specific Terms
2011,9,15879,Coolie,2011-09-01,Specific Terms
2011,10,16139,Coolie,2011-10-01,Specific Terms
2011,11,18649,Coolie,2011-11-01,Specific Terms
2011,12,23747,Coolie,2011-12-01,Specific Terms
2012,1,24648,Coolie,2012-01-01,Specific Terms
2012,2,23119,Coolie,2012-02-01,Specific Terms
2012,3,23466,Coolie,2012-03-01,Specific Terms
2012,4,23116,Coolie,2012-04-01,Specific Terms
2012,5,31548,Coolie,2012-05-01,Specific Terms
2012,6,28097,Coolie,2012-06-01,Specific Terms
2012,7,28125,Coolie,2012-07-01,Specific Terms
2012,8,27371,Coolie,2012-08-01,Specific Terms
2012,9,23669,Coolie,2012-09-01,Specific Terms
2012,10,25277,Coolie,2012-10-01,Specific Terms
2012,11,23507,Coolie,2012-11-01,Specific Terms
2012,12,23745,Coolie,2012-12-01,Specific Terms
2013,1,23720,Coolie,2013-01-01,Specific Terms
2013,2,27476,Coolie,2013-02-01,Specific Terms
2013,3,25965,Coolie,2013-03-01,Specific Terms
2013,4,24091,Coolie,2013-04-01,Specific Terms
2013,5,22852,Coolie,2013-05-01,Specific Terms
2013,6,23224,Coolie,2013-06-01,Specific Terms
2013,7,44284,Coolie,2013-07-01,Specific Terms
2013,8,44198,Coolie,2013-08-01,Specific Terms
2013,9,43906,Coolie,2013-09-01,Specific Terms
2013,10,49532,Coolie,2013-10-01,Specific Terms
2013,11,53476,Coolie,2013-11-01,Specific Terms
2013,12,55229,Coolie,2013-12-01,Specific Terms
2014,1,60060,Coolie,2014-01-01,Specific Terms
2014,2,72353,Coolie,2014-02-01,Specific Terms
2014,3,62043,Coolie,2014-03-01,Specific Terms
2014,4,53712,Coolie,2014-04-01,Specific Terms
2014,5,44096,Coolie,2014-05-01,Specific Terms
2014,6,65223,Coolie,2014-06-01,Specific Terms
2014,7,45197,Coolie,2014-07-01,Specific Terms
2014,8,44700,Coolie,2014-08-01,Specific Terms
2014,9,47254,Coolie,2014-09-01,Specific Terms
2014,10,23327,Coolie,2014-10-01,Specific Terms
2014,11,19522,Coolie,2014-11-01,Specific Terms
2014,12,22781,Coolie,2014-12-01,Specific Terms
2015,1,31898,Coolie,2015-01-01,Specific Terms
2015,2,21893,Coolie,2015-02-01,Specific Terms
2015,3,16352,Coolie,2015-03-01,Specific Terms
2015,4,11220,Coolie,2015-04-01,Specific Terms
2015,5,13558,Coolie,2015-05-01,Specific Terms
2015,6,10888,Coolie,2015-06-01,Specific Terms
2015,7,9292,Coolie,2015-07-01,Specific Terms
2015,8,18383,Coolie,2015-08-01,Specific Terms
2015,9,13850,Coolie,2015-09-01,Specific Terms
2015,10,13699,Coolie,2015-10-01,Specific Terms
2015,11,7895,Coolie,2015-11-01,Specific Terms
2015,12,8470,Coolie,2015-12-01,Specific Terms
2016,1,10564,Coolie,2016-01-01,Specific Terms
2016,2,10482,Coolie,2016-02-01,Specific Terms
2016,3,8390,Coolie,2016-03-01,Specific Terms
2016,4,6783,Coolie,2016-04-01,Specific Terms
2016,5,7240,Coolie,2016-05-01,Specific Terms
2016,6,7242,Coolie,2016-06-01,Specific Terms
2016,7,9722,Coolie,2016-07-01,Specific Terms
2016,8,8696,Coolie,2016-08-01,Specific Terms
2016,9,9757,Coolie,2016-09-01,Specific Terms
2016,10,6919,Coolie,2016-10-01,Specific Terms
2016,11,8444,Coolie,2016-11-01,Specific Terms
2016,12,8836,Coolie,2016-12-01,Specific Terms
2017,1,10571,Coolie,2017-01-01,Specific Terms
2017,2,8202,Coolie,2017-02-01,Specific Terms
2017,3,8973,Coolie,2017-03-01,Specific Terms
2017,4,10339,Coolie,2017-04-01,Specific Terms
2017,5,7499,Coolie,2017-05-01,Specific Terms
2017,6,7136,Coolie,2017-06-01,Specific Terms
2017,7,7712,Coolie,2017-07-01,Specific Terms
2017,8,9081,Coolie,2017-08-01,Specific Terms
2017,9,5159,Coolie,2017-09-01,Specific Terms
2017,10,5661,Coolie,2017-10-01,Specific Terms
2017,11,8981,Coolie,2017-11-01,Specific Terms
2017,12,9080,Coolie,2017-12-01,Specific Terms
2018,1,5265,Coolie,2018-01-01,Specific Terms
2018,2,9881,Coolie,2018-02-01,Specific Terms
2018,3,9827,Coolie,2018-03-01,Specific Terms
2018,4,5485,Coolie,2018-04-01,Specific Terms
2018,5,18811,Coolie,2018-05-01,Specific Terms
2018,6,5059,Coolie,2018-06-01,Specific Terms
2018,7,6752,Coolie,2018-07-01,Specific Terms
2018,8,8547,Coolie,2018-08-01,Specific Terms
2018,9,4725,Coolie,2018-09-01,Specific Terms
2018,10,5924,Coolie,2018-10-01,Specific Terms
2018,11,5633,Coolie,2018-11-01,Specific Terms
2018,12,5024,Coolie,2018-12-01,Specific Terms
2019,1,15601,Coolie,2019-01-01,Specific Terms
2019,2,5475,Coolie,2019-02-01,Specific Terms
2019,3,7298,Coolie,2019-03-01,Specific Terms
2019,4,7662,Coolie,2019-04-01,Specific Terms
2019,5,8830,Coolie,2019-05-01,Specific Terms
2019,6,7134,Coolie,2019-06-01,Specific Terms
2019,7,6563,Coolie,2019-07-01,Specific Terms
2019,8,13787,Coolie,2019-08-01,Specific Terms
2019,9,13721,Coolie,2019-09-01,Specific Terms
2019,10,13390,Coolie,2019-10-01,Specific Terms
2019,11,6989,Coolie,2019-11-01,Specific Terms
2019,12,7765,Coolie,2019-12-01,Specific Terms
2020,1,8844,Coolie,2020-01-01,Specific Terms
2020,2,13616,Coolie,2020-02-01,Specific Terms
2020,3,15088,Coolie,2020-03-01,Specific Terms
2020,4,9973,Coolie,2020-04-01,Specific Terms
2020,5,10120,Coolie,2020-05-01,Specific Terms
2020,6,11798,Coolie,2020-06-01,Specific Terms
2020,7,60588,Coolie,2020-07-01,Specific Terms
2020,8,15763,Coolie,2020-08-01,Specific Terms
2020,9,9237,Coolie,2020-09-01,Specific Terms
2020,10,8297,Coolie,2020-10-01,Specific Terms
2020,11,22506,Coolie,2020-11-01,Specific Terms
2020,12,56160,Coolie,2020-12-01,Specific Terms
